code,uri,label,definition,name_en,name_fr,name_es,name_ar,name_cn,name_ru,isscaap_group_code,taxon_scientific_name,taxon_code,taxon_author,taxon_family,taxon_order
JAA,,Blue jack mackerel,Trachurus picturatus,Blue jack mackerel,Chinchard du large,Jurel de altura(=Chicharro),,,Ставрида океаническая,37,Trachurus picturatus,155628115810,(Bowdich 1825),CARANGIDAE,CARANGIFORMES (CARANGOIDEI)
PJM,,Pacific jack mackerel,Trachurus symmetricus,Pacific jack mackerel,Chinchard gros yeux,Chicharro ojotón,,,Ставрида калифорнийская,37,Trachurus symmetricus,155628115812,(Ayres 1855),CARANGIDAE,CARANGIFORMES (CARANGOIDEI)
HOM,,Atlantic horse mackerel,Trachurus trachurus,Atlantic horse mackerel,Chinchard d'Europe,Jurel,,,Ставрида обыкновенная,37,Trachurus trachurus,155628115813,(Linnaeus 1758),CARANGIDAE,CARANGIFORMES (CARANGOIDEI)
HMZ,,Cunene horse mackerel,Trachurus trecae,Cunene horse mackerel,Chinchard du Cunène,Jurel de Cunene,,,Ставрида западноафриканская,37,Trachurus trecae,155628115814,Cadenat 1950,CARANGIDAE,CARANGIFORMES (CARANGOIDEI)
JAX,,Jack and horse mackerels NEI,Trachurus spp,Jack and horse mackerels NEI,Chinchards noirs NCA,Jureles NEP,,,Ставриды,37,Trachurus spp,1556281158XX,,CARANGIDAE,CARANGIFORMES (CARANGOIDEI)
NGC,,Coastal trevally,Turrum coeruleopinnatum,Coastal trevally,Carangue côtière,,,,,37,Turrum coeruleopinnatum,155628116201,(Rüppell 1830),CARANGIDAE,CARANGIFORMES (CARANGOIDEI)
NGU,,Yellowspotted trevally,Turrum fulvoguttatum,Yellowspotted trevally,Carangue pailletée,Jurel centellante,,,,37,Turrum fulvoguttatum,155628116202,(Forsskål 1775),CARANGIDAE,CARANGIFORMES (CARANGOIDEI)
NGY,,Bludger,Turrum gymnostethus,Bludger,Carangue balo,,,,,37,Turrum gymnostethus,155628116203,(Cuvier 1833),CARANGIDAE,CARANGIFORMES (CARANGOIDEI)
UDD,,Whitetongue jack,Uraspis helvola,Whitetongue jack,Carangue langue blanche,Jurel lengua blanca,,,,37,Uraspis helvola,155628116601,(Forster 1801),CARANGIDAE,CARANGIFORMES (CARANGOIDEI)
USE,,Cottonmouth jack,Uraspis secunda,Cottonmouth jack,Carangue coton,Jurel volantín,,,,37,Uraspis secunda,155628116602,(Poey 1860),CARANGIDAE,CARANGIFORMES (CARANGOIDEI)
URU,,Whitemouth jack,Uraspis uraspis,Whitemouth jack,Carangue paia,Jurel paia,شيم أبيض الفم,白口尾甲鲹,,37,Uraspis uraspis,155628116604,(Günther 1860),CARANGIDAE,CARANGIFORMES (CARANGOIDEI)
UKK,,,Uraspis spp,,,,,,,37,Uraspis spp,1556281166XX,,CARANGIDAE,CARANGIFORMES (CARANGOIDEI)
CGX,,Carangids NEI,Carangidae,Carangids NEI,Carangidés NCA,Carángidos NEP,,,Ставридовые,37,Carangidae,1556281XXXXX,,CARANGIDAE,CARANGIFORMES (CARANGOIDEI)
ECN,,"Suckerfishes, remoras NEI",Echeneidae,"Suckerfishes, remoras NEI",Rémoras NCA,"Remoras, pegas NEP",,,,37,Echeneidae,155629101001,,ECHENEIDAE,CARANGIFORMES (CARANGOIDEI)
EHN,,Live sharksucker,Echeneis naucrates,Live sharksucker,Rémora commun,Pegatimón,,,,37,Echeneis naucrates,155629101401,Linnaeus 1758,ECHENEIDAE,CARANGIFORMES (CARANGOIDEI)
HTL,,Slender suckerfish,Phtheirichthys lineatus,Slender suckerfish,Rémora grêle,,,,,37,Phtheirichthys lineatus,155629101801,(Menzies 1791),ECHENEIDAE,CARANGIFORMES (CARANGOIDEI)
RRL,,White suckerfish,Remora albescens,White suckerfish,,,,,,37,Remora albescens,155629102201,(Temminck & Schlegel 1850),ECHENEIDAE,CARANGIFORMES (CARANGOIDEI)
REY,,Spearfish remora,Remora brachyptera,Spearfish remora,Rémora des espadons,Tardanaves,,,,37,Remora brachyptera,155629102202,(Lowe 1839),ECHENEIDAE,CARANGIFORMES (CARANGOIDEI)
REZ,,Marlin sucker,Remora osteochir,Marlin sucker,Rémora des marlins,Agarrador,,,,37,Remora osteochir,155629102203,(Cuvier 1829),ECHENEIDAE,CARANGIFORMES (CARANGOIDEI)
REO,,Shark sucker,Remora remora,Shark sucker,Rémora des requins,Rémora tiburonera,,,,37,Remora remora,155629102204,(Linnaeus 1758),ECHENEIDAE,CARANGIFORMES (CARANGOIDEI)
REM,,Shark suckers,Remora spp,Shark suckers,,,,,,37,Remora spp,1556291022XX,,ECHENEIDAE,CARANGIFORMES (CARANGOIDEI)
CBA,,Cobia,Rachycentron canadum,Cobia,Mafou,Cobia,,,Кобия (=нигрита),37,Rachycentron canadum,155630101001,(Linnaeus 1766),RACHYCENTRIDAE,CARANGIFORMES (CARANGOIDEI)
CFW,,Pompano dolphinfish,Coryphaena equiselis,Pompano dolphinfish,,,,,,37,Coryphaena equiselis,155631101001,Linnaeus 1758,CORYPHAENIDAE,CARANGIFORMES (CARANGOIDEI)
DOL,,Common dolphinfish,Coryphaena hippurus,Common dolphinfish,Coryphène commune,Lampuga,,,,37,Coryphaena hippurus,155631101002,Linnaeus 1758,CORYPHAENIDAE,CARANGIFORMES (CARANGOIDEI)
DOX,,Dolphinfishes NEI,Coryphaenidae,Dolphinfishes NEI,Coryphènes NCA,Dorados NEP,,,,37,Coryphaenidae,1556311XXXXX,,CORYPHAENIDAE,CARANGIFORMES (CARANGOIDEI)
ATB,,Big-scale sand smelt,Atherina boyeri,Big-scale sand smelt,Joël,Pejerrey mediterráneo,حُساس متوسّطيّ,银带真银汉鱼,Атерина южноевропейская,37,Atherina boyeri,156501101001,Risso 1810,ATHERINIDAE,ATHERINIFORMES
ATQ,,Cape silverside,Atherina breviceps,Cape silverside,Athérine du Cap,,,,,37,Atherina breviceps,156501101002,Valenciennes 1835,ATHERINIDAE,ATHERINIFORMES
AHH,,Mediterranean sand smelt,Atherina hepsetus,Mediterranean sand smelt,Sauclet,Chucleto,,,,37,Atherina hepsetus,156501101003,Linnaeus 1758,ATHERINIDAE,ATHERINIFORMES
AZV,,,Atherina lopeziana,,,,,,,37,Atherina lopeziana,156501101004,Rossignol & Blache 1961,ATHERINIDAE,ATHERINIFORMES
ATP,,Sand smelt,Atherina presbyter,Sand smelt,,,,,,37,Atherina presbyter,156501101005,Cuvier 1829,ATHERINIDAE,ATHERINIFORMES
AVX,,Sand smelts NEI,Atherina spp,Sand smelts NEI,,Pejerreyes mediterráneos NEP,,,,37,Atherina spp,1565011010XX,,ATHERINIDAE,ATHERINIFORMES
FCW,,Hardyhead silverside,Atherinomorus lacunosus,Hardyhead silverside,Athérine têtue,Pejerrey cabezón,,,,37,Atherinomorus lacunosus,156501101801,(Forster 1801),ATHERINIDAE,ATHERINIFORMES
CFC,,Rendahl's hardyhead,Craterocephalus capreoli,Rendahl's hardyhead,,,,,,37,Craterocephalus capreoli,156501102201,Rendahl 1922,ATHERINIDAE,ATHERINIFORMES
QUS,,,Craterocephalus stramineus,,,,,,,37,Craterocephalus stramineus,156501102202,(Whitley 1950),ATHERINIDAE,ATHERINIFORMES
ANQ,,Balabac Island silverside,Doboatherina balabacensis,Balabac Island silverside,,,,,,37,Doboatherina balabacensis,156501102601,(Seale 1910),ATHERINIDAE,ATHERINIFORMES
FVC,,Tropical silverside,Doboatherina duodecimalis,Tropical silverside,,,,,,37,Doboatherina duodecimalis,156501102602,(Valenciennes 1835),ATHERINIDAE,ATHERINIFORMES
HYO,,Barnes' silverside,Hypoatherina barnesi,Barnes' silverside,Athérine de Barnes,,,,,37,Hypoatherina barnesi,156501103001,Schultz 1953,ATHERINIDAE,ATHERINIFORMES
SNF,,Panatella silverside,Hypoatherina panatela,Panatella silverside,,,,,,37,Hypoatherina panatela,156501103002,(Jordan & Richardson 1908),ATHERINIDAE,ATHERINIFORMES
FQB,,Samoan silverside,Hypoatherina temminckii,Samoan silverside,Athérine samoan,Pejerrey samoana,,,,37,Hypoatherina temminckii,156501103003,(Bleeker 1854),ATHERINIDAE,ATHERINIFORMES
AEW,,,Leptatherina wallacei,,,,,,,37,Leptatherina wallacei,156501103401,"(Prince, Ivantsoff & Potter 1982)",ATHERINIDAE,ATHERINIFORMES
TKI,,Kiener's silverside,Teramulus kieneri,Kiener's silverside,,,,,,37,Teramulus kieneri,156501103801,Smith 1965,ATHERINIDAE,ATHERINIFORMES
SIL,,Silversides(=Sand smelts) NEI,Atherinidae,Silversides(=Sand smelts) NEI,Athérinidés NCA,Pejerreyes NEP,,,Атериновые,37,Atherinidae,1565011XXXXX,,ATHERINIDAE,ATHERINIFORMES
KYH,,Marine sailfin silverside,Kalyptatherina helodes,Marine sailfin silverside,,,,,,37,Kalyptatherina helodes,156505101001,(Ivantsoff & Allen 1984),TELMATHERINIDAE,ATHERINIFORMES
PIY,,,Paratherina cyanea,,,,,,,37,Paratherina cyanea,156505101401,Aurich 1935,TELMATHERINIDAE,ATHERINIFORMES
TEB,,,Telmatherina abendanoni,,,,,,,37,Telmatherina abendanoni,156505101801,Weber 1913,TELMATHERINIDAE,ATHERINIFORMES
TGU,,,Tominanga aurea,,,,,,,37,Tominanga aurea,156505102201,Kottelat 1990,TELMATHERINIDAE,ATHERINIFORMES
NCH,,,Notocheirus hubbsi,,,,,,,37,Notocheirus hubbsi,156506101001,Clark 1937,NOTOCHEIRIDAE,ATHERINIFORMES
IFL,,,Iso flosmaris,,,,,,,37,Iso flosmaris,156507101001,Jordan & Starks 1901,ISONIDAE,ATHERINIFORMES
AFF,,Pricklenose silverside,Atherion africanum,Pricklenose silverside,Athérine à nez râpeux,,,,,37,Atherion africanum,156508101001,Smith 1965,ATHERIONIDAE,ATHERINIFORMES
DTE,,Mercer's tusked silverside,Dentatherina merceri,Mercer's tusked silverside,,,,,,37,Dentatherina merceri,156509101001,Patten & Ivantsoff 1983,DENTATHERINIDAE,ATHERINIFORMES
GUK,,,Gulaphallus bikolanus,,,,,,,37,Gulaphallus bikolanus,156510101001,(Herre 1926),PHALLOSTETHIDAE,ATHERINIFORMES
NSR,,,Neostethus amaricola,,,,,,,37,Neostethus amaricola,156510101401,(Villadolid & Manacop 1934),PHALLOSTETHIDAE,ATHERINIFORMES
FDK,,,Phallostethus dunckeri,,,,,,,37,Phallostethus dunckeri,156510101801,Regan 1913,PHALLOSTETHIDAE,ATHERINIFORMES
FCT,,,Phenacostethus posthon,,,,,,,37,Phenacostethus posthon,156510102201,Roberts 1971,PHALLOSTETHIDAE,ATHERINIFORMES
ALQ,,Moon silverside,Atherinella argentea,Moon silverside,,,,,,37,Atherinella argentea,156511101001,Chernoff 1986,ATHERINOPSIDAE,ATHERINIFORMES
CBB,,Beach silverside,Atherinella blackburni,Beach silverside,,,,,,37,Atherinella blackburni,156511101002,(Schultz 1949),ATHERINOPSIDAE,ATHERINIFORMES
EUI,,Longfin silverside,Atherinella eriarcha,Longfin silverside,,,,,,37,Atherinella eriarcha,156511101003,Jordan & Gilbert 1882,ATHERINOPSIDAE,ATHERINIFORMES
MNY,,Thickscale silverside,Atherinella pachylepis,Thickscale silverside,,,,,,37,Atherinella pachylepis,156511101004,(Günther 1864),ATHERINOPSIDAE,ATHERINIFORMES
AON,,Topsmelt silverside,Atherinops affinis,Topsmelt silverside,,,,,,37,Atherinops affinis,156511101401,(Ayres 1860),ATHERINOPSIDAE,ATHERINIFORMES
AFC,,Jack silverside,Atherinopsis californiensis,Jack silverside,,,,,,37,Atherinopsis californiensis,156511101801,Girard 1854,ATHERINOPSIDAE,ATHERINIFORMES
CPK,,Delta silverside,Colpichthys hubbsi,Delta silverside,,,,,,37,Colpichthys hubbsi,156511103001,Crabtree 1989,ATHERINOPSIDAE,ATHERINIFORMES
LSS,,Gulf grunion,Leuresthes sardina,Gulf grunion,,,,,,37,Leuresthes sardina,156511103801,(Jenkins & Evermann 1889),ATHERINOPSIDAE,ATHERINIFORMES
FOW,,California grunion,Leuresthes tenuis,California grunion,,,,,,37,Leuresthes tenuis,156511103802,(Ayres 1860),ATHERINOPSIDAE,ATHERINIFORMES
MLY,,Blackback silverside,Melanorhinus cyanellus,Blackback silverside,,,,,,37,Melanorhinus cyanellus,156511104201,(Meek & Hildebrand 1923),ATHERINOPSIDAE,ATHERINIFORMES
MMN,,Backwaters silverside,Membras analis,Backwaters silverside,,,,,,37,Membras analis,156511104601,(Schultz 1948),ATHERINOPSIDAE,ATHERINIFORMES
MNR,,Inland silverside,Menidia beryllina,Inland silverside,Capucette nord-américaine,,,,,37,Menidia beryllina,156511105001,(Cope 1867),ATHERINOPSIDAE,ATHERINIFORMES
SSA,,Atlantic silverside,Menidia menidia,Atlantic silverside,Capucette,Pejerrey del Atlántico,,,,37,Menidia menidia,156511105002,(Linnaeus 1766),ATHERINOPSIDAE,ATHERINIFORMES
ODR,,Chilean silverside,Odontesthes regia,Chilean silverside,Athérine chilienne,Pejerrey de mar,حُساس الشيلي,秘鲁牙汉鱼,,37,Odontesthes regia,156511105402,(Humboldt 1821),ATHERINOPSIDAE,ATHERINIFORMES
OWM,,,Odontesthes smitti,,,Pejerrey de aleta amarilla,,,,37,Odontesthes smitti,156511105403,(Lahille 1929),ATHERINOPSIDAE,ATHERINIFORMES
OGW,,,Odontesthes spp,,,,,,,37,Odontesthes spp,1565111054XX,,ATHERINOPSIDAE,ATHERINIFORMES
SAP,,Pacific saury,Cololabis saira,Pacific saury,Balaou du Japon,Paparda del Pacífico,,,Сайра,37,Cololabis saira,156801101001,(Brevoort 1856),SCOMBERESOCIDAE,BELONIFORMES
SAU,,Atlantic saury,Scomberesox saurus,Atlantic saury,Balaou atlantique,Paparda del Atlántico,,,Скумбрещука,37,Scomberesox saurus,156801101801,(Walbaum 1792),SCOMBERESOCIDAE,BELONIFORMES
NYS,,Dwarf saury,Scomberesox simulans,Dwarf saury,Balaou nain,Paparda enana,,,,37,Scomberesox simulans,156801101802,(Hubbs & Wisner 1980),SCOMBERESOCIDAE,BELONIFORMES
SAX,,Sauries NEI,Scomberesocidae,Sauries NEI,"Balaous, bananes de mer NCA",Papardas NEP,,,,37,Scomberesocidae,1568011XXXXX,,SCOMBERESOCIDAE,BELONIFORMES
BAF,,Flat needlefish,Ablennes hians,Flat needlefish,Orphie plate,Agujón sable,,,,37,Ablennes hians,156802101001,(Valenciennes 1846),BELONIDAE,BELONIFORMES
GAR,,Garfish,Belone belone,Garfish,Orphie,Aguja,,,Сарган обыкновенный,37,Belone belone,156802101401,(Linnaeus 1761),BELONIDAE,BELONIFORMES
BES,,,Belone spp,,,,,,,37,Belone spp,1568021014XX,,BELONIDAE,BELONIFORMES
PTW,,Cape needlefish,Petalichthys capensis,Cape needlefish,,,,,,37,Petalichthys capensis,156802102201,Regan 1904,BELONIDAE,BELONIFORMES
PTA,,Keeltail needlefish,Platybelone argalus,Keeltail needlefish,Orphie carénée,Agujón de quilla,,,,37,Platybelone argalus,156802102601,(Lesueur 1821),BELONIDAE,BELONIFORMES
SXY,,Californian needlefish,Strongylura exilis,Californian needlefish,,,,,,37,Strongylura exilis,156802103401,(Girard 1854),BELONIDAE,BELONIFORMES
RZF,,Reef needlefish,Strongylura incisa,Reef needlefish,,,,,,37,Strongylura incisa,156802103402,(Valenciennes 1846),BELONIDAE,BELONIFORMES
SYQ,,Banded needlefish,Strongylura leiurus,Banded needlefish,,,,,,37,Strongylura leiurus,156802103403,(Bleeker 1850),BELONIDAE,BELONIFORMES
NFA,,Atlantic needlefish,Strongylura marina,Atlantic needlefish,Aiguillette verte,Agujón verde,,,,37,Strongylura marina,156802103404,(Walbaum 1792),BELONIDAE,BELONIFORMES
RZG,,Shoulderspot needlefish,Strongylura scapularis,Shoulderspot needlefish,Aiguille tachetée,Marao manchado,,,,37,Strongylura scapularis,156802103405,(Jordan & Gilbert 1882),BELONIDAE,BELONIFORMES
SZW,,Senegal needlefish,Strongylura senegalensis,Senegal needlefish,Aiguillette sénégalaise,Agujón senegalés,,,,37,Strongylura senegalensis,156802103406,(Valenciennes 1846),BELONIDAE,BELONIFORMES
SGY,,Spottail needlefish,Strongylura strongylura,Spottail needlefish,,,,,,37,Strongylura strongylura,156802103407,(van Hasselt 1823),BELONIDAE,BELONIFORMES
SGR,,Timucu,Strongylura timucu,Timucu,Aiguillette timucu,,,,,37,Strongylura timucu,156802103408,(Walbaum 1792),BELONIDAE,BELONIFORMES
AND,,Agujon needlefish,Tylosurus acus,Agujon needlefish,Aiguille voyeuse,Marao ojón(=Aguja imperial),,,,37,Tylosurus acus,156802103801,(Bleeker 1850),BELONIDAE,BELONIFORMES
TBH,,Red Sea houndfish,Tylosurus choram,Red Sea houndfish,,,,,,37,Tylosurus choram,156802103802,(Rüppell 1837),BELONIDAE,BELONIFORMES
BTS,,Hound needlefish,Tylosurus crocodilus,Hound needlefish,Aiguille crocodile,Marao lisero,,,,37,Tylosurus crocodilus,156802103803,(Péron & Lesueur 1821),BELONIDAE,BELONIFORMES
ZEH,,Pacific agujon needlefish,Tylosurus pacificus,Pacific agujon needlefish,,Agujón del Pacífico,,,,37,Tylosurus pacificus,156802103804,(Steindachner 1875),BELONIDAE,BELONIFORMES
NED,,Needlefishes NEI,Tylosurus spp,Needlefishes NEI,Aiguilles NCA,Maraos NEP,,,,37,Tylosurus spp,1568021038XX,,BELONIDAE,BELONIFORMES
BEN,,"Needlefishes, etc. NEI",Belonidae,"Needlefishes, etc. NEI","Aiguilles, orphies NCA","Agujones, maraos NEP",,,Саргановые,37,Belonidae,1568021XXXXX,,BELONIDAE,BELONIFORMES
HRS,,,Arrhamphus sclerolepis,,,,,,,37,Arrhamphus sclerolepis,156803101001,(Steindachner 1867),HEMIRAMPHIDAE,BELONIFORMES
HCE,,Hardhead halfbeak,Chriodorus atherinoides,Hardhead halfbeak,,,,,,37,Chriodorus atherinoides,156803101401,Goode & Bean 1882,HEMIRAMPHIDAE,BELONIFORMES
EXQ,,Flying halfbeak,Euleptorhamphus velox,Flying halfbeak,Demi-bec volant,Agujeta voladora,,,,37,Euleptorhamphus velox,156803101801,Poey 1868,HEMIRAMPHIDAE,BELONIFORMES
ERV,,Ribbon halfbeak,Euleptorhamphus viridis,Ribbon halfbeak,Demi-bec allongé,Agujeta alargada,نِصف مِنقار مُمَدَّد,美洲长吻鱵,,37,Euleptorhamphus viridis,156803101802,(van Hasselt 1823),HEMIRAMPHIDAE,BELONIFORMES
GZT,,Jumping halfbeak,Hemiramphus archipelagicus,Jumping halfbeak,Demi-bec saltou,Agujeta saltona,,,,37,Hemiramphus archipelagicus,156803102601,Collette & Parin 1978,HEMIRAMPHIDAE,BELONIFORMES
BHA,,Balao halfbeak,Hemiramphus balao,Balao halfbeak,Demi-bec balaou,Agujeta balaju,,,,37,Hemiramphus balao,156803102602,Lesueur 1821,HEMIRAMPHIDAE,BELONIFORMES
BAL,,Ballyhoo halfbeak,Hemiramphus brasiliensis,Ballyhoo halfbeak,Demi-bec brésilien,Agujeta brasileña,,,,37,Hemiramphus brasiliensis,156803102603,(Linnaeus 1758),HEMIRAMPHIDAE,BELONIFORMES
HHF,,Black-barred halfbeak,Hemiramphus far,Black-barred halfbeak,Demi-bec bagnard,Agujete manchada,,,,37,Hemiramphus far,156803102604,(Forsskål 1775),HEMIRAMPHIDAE,BELONIFORMES
HHM,,Yellowtip halfbeak,Hemiramphus marginatus,Yellowtip halfbeak,,,,,,37,Hemiramphus marginatus,156803102605,(Forsskål 1775),HEMIRAMPHIDAE,BELONIFORMES
HZR,,Longfin halfbeak,Hemiramphus saltator,Longfin halfbeak,Demi-bec oisillon,Agujeta pajarito,,,,37,Hemiramphus saltator,156803102606,Gilbert & Starks 1904,HEMIRAMPHIDAE,BELONIFORMES
HAX,,,Hemiramphus spp,,,,,,,37,Hemiramphus spp,1568031026XX,,HEMIRAMPHIDAE,BELONIFORMES
HHA,,Tropical halfbeak,Hyporhamphus affinis,Tropical halfbeak,Demi-bec tropical,,,,,37,Hyporhamphus affinis,156803103001,(Günther 1866),HEMIRAMPHIDAE,BELONIFORMES
KXJ,,Eastern sea garfish,Hyporhamphus australis,Eastern sea garfish,,,,,,37,Hyporhamphus australis,156803103002,(Steindachner 1866),HEMIRAMPHIDAE,BELONIFORMES
KXU,,Dussumier's halfbeak,Hyporhamphus dussumieri,Dussumier's halfbeak,,,,,,37,Hyporhamphus dussumieri,156803103003,(Valenciennes 1847),HEMIRAMPHIDAE,BELONIFORMES
HHG,,Choelo halfbeak,Hyporhamphus gilli,Choelo halfbeak,,,,,,37,Hyporhamphus gilli,156803103004,Meek & Hildebrand 1923,HEMIRAMPHIDAE,BELONIFORMES
HYI,,,Hyporhamphus ihi,,,,,,,37,Hyporhamphus ihi,156803103005,Phillipps 1932,HEMIRAMPHIDAE,BELONIFORMES
HVI,,Asian pencil halfbeak,Hyporhamphus intermedius,Asian pencil halfbeak,,,,,,37,Hyporhamphus intermedius,156803103006,(Cantor 1842),HEMIRAMPHIDAE,BELONIFORMES
GZQ,,Congaturi halfbeak,Hyporhamphus limbatus,Congaturi halfbeak,Demi-bec congsturi,Agujeta congaturí,,,,37,Hyporhamphus limbatus,156803103007,(Valenciennes 1847),HEMIRAMPHIDAE,BELONIFORMES
KYZ,,Southern garfish,Hyporhamphus melanochir,Southern garfish,,,,,,37,Hyporhamphus melanochir,156803103008,(Valenciennes 1847),HEMIRAMPHIDAE,BELONIFORMES
HBR,,African halfbeak,Hyporhamphus picarti,African halfbeak,Demi-bec africain,Agujeta africana,,,,37,Hyporhamphus picarti,156803103009,(Valenciennes 1847),HEMIRAMPHIDAE,BELONIFORMES
GZP,,Quoy's garfish,Hyporhamphus quoyi,Quoy's garfish,Demi-bec de Quoy,Agujeta de Quoy,,,,37,Hyporhamphus quoyi,156803103010,(Valenciennes 1847),HEMIRAMPHIDAE,BELONIFORMES
LXV,,River garfish,Hyporhamphus regularis,River garfish,,,,,,37,Hyporhamphus regularis,156803103011,(Günther 1866),HEMIRAMPHIDAE,BELONIFORMES
HHR,,Slender halfbeak,Hyporhamphus roberti,Slender halfbeak,,,,,,37,Hyporhamphus roberti,156803103012,(Valenciennes 1847),HEMIRAMPHIDAE,BELONIFORMES
HVR,,California halfbeak,Hyporhamphus rosae,California halfbeak,Demi-bec californien,Agujeta califórnica,,,,37,Hyporhamphus rosae,156803103013,(Jordan & Gilbert 1880),HEMIRAMPHIDAE,BELONIFORMES
HAJ,,Japanese halfbeak,Hyporhamphus sajori,Japanese halfbeak,Demi-bec du Japon,Agujeta del Japón,,,,37,Hyporhamphus sajori,156803103014,(Temminck & Schlegel 1846),HEMIRAMPHIDAE,BELONIFORMES
GZO,,Sind halfbeak,Hyporhamphus sindensis,Sind halfbeak,,,,,,37,Hyporhamphus sindensis,156803103015,(Regan 1905),HEMIRAMPHIDAE,BELONIFORMES
HHY,,Skipper halfbeak,Hyporhamphus snyderi,Skipper halfbeak,,,,,,37,Hyporhamphus snyderi,156803103016,Meek & Hildebrand 1923,HEMIRAMPHIDAE,BELONIFORMES
GZN,,Simpletooth halfbeak,Hyporhamphus unicuspis,Simpletooth halfbeak,,,,,,37,Hyporhamphus unicuspis,156803103018,Collette & Parin 1978,HEMIRAMPHIDAE,BELONIFORMES
HHU,,Common halfbeak,Hyporhamphus unifasciatus,Common halfbeak,Demi-bec blanc,Agujeta blanca,,,,37,Hyporhamphus unifasciatus,156803103019,(Ranzani 1842),HEMIRAMPHIDAE,BELONIFORMES
FDP,,,Hyporhamphus spp,,,,,,,37,Hyporhamphus spp,1568031030XX,Gill 1859,HEMIRAMPHIDAE,BELONIFORMES
HMR,,,Melapedalion breve,,,,,,,37,Melapedalion breve,156803103401,(Seale 1910),HEMIRAMPHIDAE,BELONIFORMES
OXV,,Halfbeak,Oxyporhamphus convexus,Halfbeak,,,,,,37,Oxyporhamphus convexus,156803103801,(Weber & de Beaufort 1922),HEMIRAMPHIDAE,BELONIFORMES
OXG,,Atlantic smallwing flyingfish,Oxyporhamphus micropterus,Atlantic smallwing flyingfish,Demi-bec à aile longue,,,,,37,Oxyporhamphus micropterus,156803103802,Bruun 1935,HEMIRAMPHIDAE,BELONIFORMES
HRG,,Long billed halfbeak,Rhynchorhamphus georgii,Long billed halfbeak,Demi-bec uni,,,,,37,Rhynchorhamphus georgii,156803104201,(Valenciennes 1847),HEMIRAMPHIDAE,BELONIFORMES
JKX,,Halfbeaks NEI,Hemiramphidae,Halfbeaks NEI,Demi-becs NCA,Agujetas NEP,,,,37,Hemiramphidae,1568031XXXXX,,HEMIRAMPHIDAE,BELONIFORMES
HDY,,,Dermogenys brachynotopterus,,,,,,,37,Dermogenys brachynotopterus,156804101001,(Bleeker 1853),ZENARCHOPTERIDAE,BELONIFORMES
HHC,,,Hemirhamphodon chrysopunctatus,,,,,,,37,Hemirhamphodon chrysopunctatus,156804101401,Brembach 1978,ZENARCHOPTERIDAE,BELONIFORMES
HNV,,,Nomorhamphus brembachi,,,,,,,37,Nomorhamphus brembachi,156804101801,Vogt 1978,ZENARCHOPTERIDAE,BELONIFORMES
HTK,,,Tondanichthys kottelati,,,,,,,37,Tondanichthys kottelati,156804102201,Collette 1995,ZENARCHOPTERIDAE,BELONIFORMES
HZD,,,Zenarchopterus dispar,,,,,,,37,Zenarchopterus dispar,156804102601,(Valenciennes 1847),ZENARCHOPTERIDAE,BELONIFORMES
JFL,,Japanese flyingfish,Cheilopogon agoo,Japanese flyingfish,Poisson-volant du Japon,Volador japonés,,,,37,Cheilopogon agoo,156805101001,(Temminck & Schlegel 1846),EXOCOETIDAE,BELONIFORMES
FKQ,,White-finned flyingfish,Cheilopogon arcticeps,White-finned flyingfish,,,,,,37,Cheilopogon arcticeps,156805101002,(Günther 1866),EXOCOETIDAE,BELONIFORMES
EAW,,Glider flyingfish,Cheilopogon atrisignis,Glider flyingfish,,Volador planeador,,,,37,Cheilopogon atrisignis,156805101003,(Jenkins 1903),EXOCOETIDAE,BELONIFORMES
EFZ,,Margined flyingfish,Cheilopogon cyanopterus,Margined flyingfish,Exocet codène,Volador bordiblanco,,,,37,Cheilopogon cyanopterus,156805101004,(Valenciennes 1846),EXOCOETIDAE,BELONIFORMES
ECF,,Spotfin flyingfish,Cheilopogon furcatus,Spotfin flyingfish,Exocet tacheté,,,,,37,Cheilopogon furcatus,156805101005,(Mitchill 1815),EXOCOETIDAE,BELONIFORMES
ECE,,Mediterranean flyingfish,Cheilopogon heterurus,Mediterranean flyingfish,Exocet méditerranéen,Juriola,,,,37,Cheilopogon heterurus,156805101006,(Rafinesque 1810),EXOCOETIDAE,BELONIFORMES
EVZ,,Atlantic flyingfish,Cheilopogon melanurus,Atlantic flyingfish,Exocet atlantique,Volador atlantico,,,,37,Cheilopogon melanurus,156805101007,(Valenciennes 1846),EXOCOETIDAE,BELONIFORMES
EWB,,Guinean flyingfish,Cheilopogon milleri,Guinean flyingfish,Exocet de Guinée,Volador de Guinea,,,,37,Cheilopogon milleri,156805101008,(Gibbs & Staiger 1970),EXOCOETIDAE,BELONIFORMES
ECG,,Blacksail flyingfish,Cheilopogon nigricans,Blacksail flyingfish,Exocet africain,,,,,37,Cheilopogon nigricans,156805101009,(Bennett 1840),EXOCOETIDAE,BELONIFORMES
EWD,,Bennett’s flyingfish,Cheilopogon pinnatibarbatus,Bennett’s flyingfish,Exocet de Bennett,Volador de Bennett,,,,37,Cheilopogon pinnatibarbatus,156805101010,(Bennett 1831),EXOCOETIDAE,BELONIFORMES
ECS,,Manyspotted flyingfish,Cheilopogon spilopterus,Manyspotted flyingfish,,,,,,37,Cheilopogon spilopterus,156805101011,(Valenciennes 1847),EXOCOETIDAE,BELONIFORMES
