code,uri,label,definition
5104143,NA,5104143,NA
5104144,NA,5104144,NA
5104145,NA,5104145,NA
5104146,NA,5104146,NA
5104147,NA,5104147,NA
5104148,NA,5104148,NA
5104149,NA,5104149,NA
5104150,NA,5104150,NA
5104151,NA,5104151,NA
5104152,NA,5104152,NA
5104153,NA,5104153,NA
5104154,NA,5104154,NA
5104155,NA,5104155,NA
5104156,NA,5104156,NA
5104157,NA,5104157,NA
5104158,NA,5104158,NA
5104159,NA,5104159,NA
5104160,NA,5104160,NA
5104161,NA,5104161,NA
5104162,NA,5104162,NA
5104163,NA,5104163,NA
5104164,NA,5104164,NA
5104165,NA,5104165,NA
5104166,NA,5104166,NA
5104167,NA,5104167,NA
5104168,NA,5104168,NA
5104169,NA,5104169,NA
5104170,NA,5104170,NA
5104171,NA,5104171,NA
5104172,NA,5104172,NA
5104173,NA,5104173,NA
5104174,NA,5104174,NA
5104175,NA,5104175,NA
5104176,NA,5104176,NA
5104177,NA,5104177,NA
5104178,NA,5104178,NA
5104179,NA,5104179,NA
5105000,NA,5105000,NA
5105001,NA,5105001,NA
5105002,NA,5105002,NA
5105003,NA,5105003,NA
5105004,NA,5105004,NA
5105005,NA,5105005,NA
5105006,NA,5105006,NA
5105007,NA,5105007,NA
5105008,NA,5105008,NA
5105009,NA,5105009,NA
5105010,NA,5105010,NA
5105011,NA,5105011,NA
5105012,NA,5105012,NA
5105013,NA,5105013,NA
5105014,NA,5105014,NA
5105015,NA,5105015,NA
5105016,NA,5105016,NA
5105017,NA,5105017,NA
5105018,NA,5105018,NA
5105019,NA,5105019,NA
5105020,NA,5105020,NA
5105021,NA,5105021,NA
5105022,NA,5105022,NA
5105023,NA,5105023,NA
5105024,NA,5105024,NA
5105025,NA,5105025,NA
5105026,NA,5105026,NA
5105027,NA,5105027,NA
5105028,NA,5105028,NA
5105029,NA,5105029,NA
5105030,NA,5105030,NA
5105031,NA,5105031,NA
5105032,NA,5105032,NA
5105033,NA,5105033,NA
5105034,NA,5105034,NA
5105035,NA,5105035,NA
5105036,NA,5105036,NA
5105037,NA,5105037,NA
5105038,NA,5105038,NA
5105039,NA,5105039,NA
5105040,NA,5105040,NA
5105041,NA,5105041,NA
5105042,NA,5105042,NA
5105043,NA,5105043,NA
5105044,NA,5105044,NA
5105045,NA,5105045,NA
5105046,NA,5105046,NA
5105047,NA,5105047,NA
5105048,NA,5105048,NA
5105049,NA,5105049,NA
5105050,NA,5105050,NA
5105051,NA,5105051,NA
5105052,NA,5105052,NA
5105053,NA,5105053,NA
5105054,NA,5105054,NA
5105055,NA,5105055,NA
5105056,NA,5105056,NA
5105057,NA,5105057,NA
5105058,NA,5105058,NA
5105059,NA,5105059,NA
5105060,NA,5105060,NA
5105061,NA,5105061,NA
5105062,NA,5105062,NA
5105063,NA,5105063,NA
5105064,NA,5105064,NA
5105065,NA,5105065,NA
5105066,NA,5105066,NA
5105067,NA,5105067,NA
5105068,NA,5105068,NA
5105069,NA,5105069,NA
5105070,NA,5105070,NA
5105071,NA,5105071,NA
5105072,NA,5105072,NA
5105073,NA,5105073,NA
5105074,NA,5105074,NA
5105075,NA,5105075,NA
5105076,NA,5105076,NA
5105077,NA,5105077,NA
5105078,NA,5105078,NA
5105079,NA,5105079,NA
5105080,NA,5105080,NA
5105081,NA,5105081,NA
5105082,NA,5105082,NA
5105083,NA,5105083,NA
5105084,NA,5105084,NA
5105085,NA,5105085,NA
5105086,NA,5105086,NA
5105087,NA,5105087,NA
5105088,NA,5105088,NA
5105089,NA,5105089,NA
5105090,NA,5105090,NA
5105091,NA,5105091,NA
5105092,NA,5105092,NA
5105093,NA,5105093,NA
5105094,NA,5105094,NA
