"code","uri","label","definition","label_en","label_es","label_fr","label_ru","label_cn","official_name_ar","official_name_en","official_name_es","official_name_fr","official_name_ru","official_name_cn","official_name_ar.1","char12_code","un_code"
"FSM",NA,"Micronesia (Fed. States)",NA,"Micronesia (Fed. States)","Micronesia(Estados Fed.)","Micronésie(États féd.de)","<U+041C><U+0438><U+043A><U+0440><U+043E><U+043D><U+0435><U+0437><U+0438><U+044F> (<U+0424><U+0435><U+0434><U+0435><U+0440><U+0430><U+0442><U+0438><U+0432><U+043D><U+044B><U+0435> <U+0428><U+0442><U+0430><U+0442><U+044B>)","<U+5BC6><U+514B><U+7F57><U+5C3C><U+897F><U+4E9A><U+8054><U+90A6>","<U+0648><U+0644><U+0627><U+064A><U+0627><U+062A> <U+0645><U+064A><U+0643><U+0631><U+0648><U+0646><U+064A><U+0632><U+064A><U+0627> <U+0627><U+0644><U+0645><U+0648><U+062D><U+062F><U+0629>","the Federated States of Micronesia","los Estados Federados de Micronesia","les États fédérés de Micronésie","<U+0424><U+0435><U+0434><U+0435><U+0440><U+0430><U+0442><U+0438><U+0432><U+043D><U+044B><U+0435> <U+0428><U+0442><U+0430><U+0442><U+044B> <U+041C><U+0438><U+043A><U+0440><U+043E><U+043D><U+0435><U+0437><U+0438><U+0438>","<U+5BC6><U+514B><U+7F57><U+5C3C><U+897F><U+4E9A><U+8054><U+90A6>","<U+0645><U+064A><U+0643><U+0631><U+0648><U+0646><U+064A><U+0632><U+064A><U+0627> (<U+0648><U+0644><U+0627><U+064A><U+0627><U+062A> - <U+0627><U+0644><U+0645><U+0648><U+062D><U+062F><U+0629>)","Micronesia","583"
"MDA",NA,"Moldova, Republic of",NA,"Moldova, Republic of","República de Moldova","République de Moldova","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+041C><U+043E><U+043B><U+0434><U+043E><U+0432><U+0430>","<U+6469><U+5C14><U+591A><U+74E6><U+5171><U+548C><U+56FD>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0645><U+0648><U+0644><U+062F><U+0648><U+0641><U+0627>","the Republic of Moldova","la República de Moldova","la République de Moldova","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+041C><U+043E><U+043B><U+0434><U+043E><U+0432><U+0430>","<U+6469><U+5C14><U+591A><U+74E6><U+5171><U+548C><U+56FD>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629>  <U+0645><U+0648><U+0644><U+062F><U+0648><U+0641><U+0627>","Moldova Rep","498"
"NAM",NA,"Namibia",NA,"Namibia","Namibia","Namibie","<U+041D><U+0430><U+043C><U+0438><U+0431><U+0438><U+044F>","<U+7EB3><U+7C73><U+6BD4><U+4E9A>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0646><U+0627><U+0645><U+064A><U+0628><U+064A><U+0627>","the Republic of Namibia","la República de Namibia","la République de Namibie","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+041D><U+0430><U+043C><U+0438><U+0431><U+0438><U+044F>","<U+7EB3><U+7C73><U+6BD4><U+4E9A><U+5171><U+548C><U+56FD>","<U+0646><U+0627><U+0645><U+064A><U+0628><U+064A><U+0627>","Namibia","516"
"NRU",NA,"Nauru",NA,"Nauru","Nauru","Nauru","<U+041D><U+0430><U+0443><U+0440><U+0443>","<U+7459><U+9C81>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0646><U+0627><U+0648><U+0631><U+0648>","the Republic of Nauru","la República de Nauru","la République de Nauru","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+041D><U+0430><U+0443><U+0440><U+0443>","<U+7459><U+9C81><U+5171><U+548C><U+56FD>","<U+0646><U+0627><U+0648><U+0631><U+0648>","Nauru","520"
"NPL",NA,"Nepal",NA,"Nepal","Nepal","Népal","<U+041D><U+0435><U+043F><U+0430><U+043B>","<U+5C3C><U+6CCA><U+5C14>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0646><U+064A><U+0628><U+0627><U+0644> <U+0627><U+0644><U+062F><U+064A><U+0645><U+0642><U+0631><U+0627><U+0637><U+064A><U+0629> <U+0627><U+0644><U+0627><U+062A><U+062D><U+0627><U+062F><U+064A><U+0651><U+0629>","the Federal Democratic Republic of Nepal","la República Democrática Federal de Nepal","la République fédérale démocratique du Nepal","<U+0424><U+0435><U+0434><U+0435><U+0440><U+0430><U+0442><U+0438><U+0432><U+043D><U+0430><U+044F> <U+0414><U+0435><U+043C><U+043E><U+043A><U+0440><U+0430><U+0442><U+0438><U+0447><U+0435><U+0441><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+041D><U+0435><U+043F><U+0430><U+043B>","<U+5C3C><U+6CCA><U+5C14><U+8054><U+90A6><U+6C11><U+4E3B><U+5171><U+548C><U+56FD>","<U+0646><U+064A><U+0628><U+0627><U+0644>","Nepal","524"
"NLD",NA,"Netherlands",NA,"Netherlands","Países Bajos","Pays-Bas","<U+041D><U+0438><U+0434><U+0435><U+0440><U+043B><U+0430><U+043D><U+0434><U+044B>","<U+8377><U+5170>","<U+0645><U+0645><U+0644><U+0643><U+0629> <U+0647><U+0648><U+0644><U+0646><U+062F><U+0627>","the Kingdom of the Netherlands","el Reino de los Países Bajos","le Royaume des Pays-Bas","<U+041A><U+043E><U+0440><U+043E><U+043B><U+0435><U+0432><U+0441><U+0442><U+0432><U+043E> <U+041D><U+0438><U+0434><U+0435><U+0440><U+043B><U+0430><U+043D><U+0434><U+043E><U+0432>","<U+8377><U+5170><U+738B><U+56FD>","<U+0647><U+0648><U+0644><U+0646><U+062F><U+0627>","Netherlands","528"
"ANT",NA,"Netherlands Antilles",NA,"Netherlands Antilles","Antillas Neerlandesas","Antilles néerlandaises","(<U+0438><U+0437>/ <U+0436><U+0438><U+0442><U+0435><U+043B><U+044C>) <U+0413><U+043E><U+043B><U+043B><U+0430><U+043D><U+0434><U+0441><U+043A><U+0438><U+0445> <U+0410><U+043D><U+0442><U+0438><U+043B><U+044C><U+0441><U+043A><U+0438><U+0445> <U+043E><U+0441><U+0442><U+0440><U+043E><U+0432><U+043E><U+0432>","<U+8377><U+5C5E><U+5B89><U+7684><U+5217><U+65AF><U+4EBA>/<U+5C5E><U+5B89><U+7684><U+5217><U+65AF><U+4EBA><U+7684>","<U+0645><U+0646> <U+062C><U+0632><U+0631> <U+0627><U+0644><U+0623><U+0646><U+062A><U+064A><U+0644> <U+0627><U+0644><U+0647><U+0648><U+0644><U+0646><U+062F><U+064A><U+0629>","Netherlands Antilles","Antillas Neerlandesas","les Antilles néerlandaises","(<U+0438><U+0437>/ <U+0436><U+0438><U+0442><U+0435><U+043B><U+044C>) <U+0413><U+043E><U+043B><U+043B><U+0430><U+043D><U+0434><U+0441><U+043A><U+0438><U+0445> <U+0410><U+043D><U+0442><U+0438><U+043B><U+044C><U+0441><U+043A><U+0438><U+0445> <U+043E><U+0441><U+0442><U+0440><U+043E><U+0432><U+043E><U+0432>","<U+8377><U+5C5E><U+5B89><U+7684><U+5217><U+65AF><U+4EBA>/<U+5C5E><U+5B89><U+7684><U+5217><U+65AF><U+4EBA><U+7684>","<U+0645><U+0646> <U+062C><U+0632><U+0631> <U+0627><U+0644><U+0623><U+0646><U+062A><U+064A><U+0644> <U+0627><U+0644><U+0647><U+0648><U+0644><U+0646><U+062F><U+064A><U+0629>","NethAntilles","530"
NA,NA,"Neutral Zone",NA,"Neutral Zone","Zona Neutral","Zone neutre","<U+041D><U+0435><U+0439><U+0442><U+0440><U+0430><U+043B><U+044C><U+043D><U+0430><U+044F> <U+0437><U+043E><U+043D><U+0430>","<U+4E2D><U+7ACB><U+533A>","<U+0627><U+0644><U+0645><U+0646><U+0637><U+0642><U+0629> <U+0627><U+0644><U+0645><U+062D><U+0627><U+064A><U+062F><U+0629>","Neutral Zone","Zona Neutral","Zone neutre","<U+041D><U+0435><U+0439><U+0442><U+0440><U+0430><U+043B><U+044C><U+043D><U+0430><U+044F> <U+0437><U+043E><U+043D><U+0430>","<U+4E2D><U+7ACB><U+533A>","<U+0627><U+0644><U+0645><U+0646><U+0637><U+0642><U+0629> <U+0627><U+0644><U+0645><U+062D><U+0627><U+064A><U+062F><U+0629>","Neutral Zone","536"
"NCL",NA,"New Caledonia",NA,"New Caledonia","Nueva Caledonia","Nouvelle-Calédonie","<U+041D><U+043E><U+0432><U+0430><U+044F> <U+041A><U+0430><U+043B><U+0435><U+0434><U+043E><U+043D><U+0438><U+044F>","<U+65B0><U+5580><U+91CC><U+591A><U+5C3C><U+4E9A>","<U+0643><U+0627><U+0644><U+064A><U+062F><U+0648><U+0646><U+064A><U+0627> <U+0627><U+0644><U+062C><U+062F><U+064A><U+062F><U+0629>","New Caledonia","Nueva Caledonia","la Nouvelle-Calédonie","<U+041D><U+043E><U+0432><U+0430><U+044F> <U+041A><U+0430><U+043B><U+0435><U+0434><U+043E><U+043D><U+0438><U+044F>","<U+65B0><U+5580><U+91CC><U+591A><U+5C3C><U+4E9A>","<U+0643><U+0627><U+0644><U+064A><U+062F><U+0648><U+0646><U+064A><U+0627> <U+0627><U+0644><U+062C><U+062F><U+064A><U+062F><U+0629>","NewCaledonia","540"
"MKD",NA,"North Macedonia",NA,"North Macedonia","Macedonia del Norte","Macédoine du Nord","<U+0421><U+0435><U+0432><U+0435><U+0440><U+043D><U+0430><U+044F> <U+041C><U+0430><U+043A><U+0435><U+0434><U+043E><U+043D><U+0438><U+044F>","<U+5317><U+9A6C><U+5176><U+987F>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0629> <U+0645><U+0642><U+062F><U+0648><U+0646><U+064A><U+0627> <U+0627><U+0644><U+0634><U+0645><U+0627><U+0644><U+064A><U+0629>","the Republic of North Macedonia","la República de Macedonia del Norte","la République de Macédoine du Nord","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+0421><U+0435><U+0432><U+0435><U+0440><U+043D><U+0430><U+044F> <U+041C><U+0430><U+043A><U+0435><U+0434><U+043E><U+043D><U+0438><U+044F>","<U+5317><U+9A6C><U+5176><U+987F><U+5171><U+548C><U+56FD>","<U+0645><U+0642><U+062F><U+0648><U+0646><U+064A><U+0627> <U+0627><U+0644><U+0634><U+0645><U+0627><U+0644><U+064A><U+0629>","NorthMacedon","807"
"VUT",NA,"Vanuatu",NA,"Vanuatu","Vanuatu","Vanuatu","<U+0412><U+0430><U+043D><U+0443><U+0430><U+0442><U+0443>","<U+74E6><U+52AA><U+963F><U+56FE>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0641><U+0627><U+0646><U+0648><U+0627><U+062A><U+0648>","the Republic of Vanuatu","la República de Vanuatu","la République du Vanuatu","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+0412><U+0430><U+043D><U+0443><U+0430><U+0442><U+0443>","<U+74E6><U+52AA><U+963F><U+56FE><U+5171><U+548C><U+56FD>","<U+0641><U+0627><U+0646><U+0648><U+0627><U+062A><U+0648>","Vanuatu","548"
"NZL",NA,"New Zealand",NA,"New Zealand","Nueva Zelandia","Nouvelle-Zélande","<U+041D><U+043E><U+0432><U+0430><U+044F> <U+0417><U+0435><U+043B><U+0430><U+043D><U+0434><U+0438><U+044F>","<U+65B0><U+897F><U+5170>","<U+0646><U+064A><U+0648><U+0632><U+064A><U+0644><U+0646><U+062F><U+0627>","New Zealand","Nueva Zelandia","la Nouvelle-Zélande","<U+041D><U+043E><U+0432><U+0430><U+044F> <U+0417><U+0435><U+043B><U+0430><U+043D><U+0434><U+0438><U+044F>","<U+65B0><U+897F><U+5170>","<U+0646><U+064A><U+0648><U+0632><U+064A><U+0644><U+0646><U+062F><U+0627>","New Zealand","554"
"NIC",NA,"Nicaragua",NA,"Nicaragua","Nicaragua","Nicaragua","<U+041D><U+0438><U+043A><U+0430><U+0440><U+0430><U+0433><U+0443><U+0430>","<U+5C3C><U+52A0><U+62C9><U+74DC>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0646><U+064A><U+0643><U+0627><U+0631><U+0627><U+063A><U+0648><U+0627>","the Republic of Nicaragua","la República de Nicaragua","la République du Nicaragua","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+041D><U+0438><U+043A><U+0430><U+0440><U+0430><U+0433><U+0443><U+0430>","<U+5C3C><U+52A0><U+62C9><U+74DC><U+5171><U+548C><U+56FD>","<U+0646><U+064A><U+0643><U+0627><U+0631><U+0627><U+063A><U+0648><U+0627>","Nicaragua","558"
"NER",NA,"Niger",NA,"Niger","Níger","Niger","<U+041D><U+0438><U+0433><U+0435><U+0440>","<U+5C3C><U+65E5><U+5C14>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0627><U+0644><U+0646><U+064A><U+062C><U+0631>","the Republic of the Niger","la República del Níger","la République du Niger","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+041D><U+0438><U+0433><U+0435><U+0440>","<U+5C3C><U+65E5><U+5C14><U+5171><U+548C><U+56FD>","<U+0627><U+0644><U+0646><U+064A><U+062C><U+0631>","Niger","562"
"NGA",NA,"Nigeria",NA,"Nigeria","Nigeria","Nigéria","<U+041D><U+0438><U+0433><U+0435><U+0440><U+0438><U+044F>","<U+5C3C><U+65E5><U+5229><U+4E9A>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0646><U+064A><U+062C><U+064A><U+0631><U+064A><U+0627> <U+0627><U+0644><U+0627><U+062A><U+062D><U+0627><U+062F><U+064A><U+0629>","the Federal Republic of Nigeria","la República Federal de Nigeria","la République fédérale du Nigéria","<U+0424><U+0435><U+0434><U+0435><U+0440><U+0430><U+0442><U+0438><U+0432><U+043D><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+041D><U+0438><U+0433><U+0435><U+0440><U+0438><U+044F>","<U+5C3C><U+65E5><U+5229><U+4E9A><U+8054><U+90A6><U+5171><U+548C><U+56FD>","<U+0646><U+064A><U+062C><U+064A><U+0631><U+064A><U+0627>","Nigeria","566"
"NIU",NA,"Niue",NA,"Niue","Niue","Nioué","<U+041D><U+0438><U+0443><U+044D>","<U+7EBD><U+57C3>","<U+0646><U+064A><U+0648><U+064A>","Niue","Niue","Nioué","<U+041D><U+0438><U+0443><U+044D>","<U+7EBD><U+57C3>","<U+0646><U+064A><U+0648><U+064A>","Niue","570"
"NFK",NA,"Norfolk Island",NA,"Norfolk Island","Isla Norfolk","Île Norfolk","<U+043E><U+0441><U+0442><U+0440><U+043E><U+0432> <U+041D><U+043E><U+0440><U+0444><U+043E><U+043B><U+043A>","<U+8BFA><U+798F><U+514B><U+5C9B>","<U+062C><U+0632><U+064A><U+0631><U+0629> <U+0646><U+0648><U+0631><U+0641><U+0648><U+0644><U+0643> - <U+0645><U+0646><U+0627><U+0637><U+0642> <U+062A><U+0627><U+0628><U+0639><U+0629> <U+0644><U+062C><U+0632><U+064A><U+0631><U+0629> <U+0646><U+0648><U+0631><U+0641><U+0648><U+0644><U+0643>","Territory of Norfolk Island","Isla Norfolk","Île Norfolk","<U+043E><U+0441><U+0442><U+0440><U+043E><U+0432> <U+041D><U+043E><U+0440><U+0444><U+043E><U+043B><U+043A>","<U+8BFA><U+798F><U+514B><U+5C9B><U+9886><U+5730>","<U+062C><U+0632><U+064A><U+0631><U+0629> <U+0646><U+0648><U+0631><U+0641><U+0648><U+0644><U+0643>","Norfolk Is","574"
"NOR",NA,"Norway",NA,"Norway","Noruega","Norvège","<U+041D><U+043E><U+0440><U+0432><U+0435><U+0433><U+0438><U+044F>","<U+632A><U+5A01>","<U+0645><U+0645><U+0644><U+0643><U+0629> <U+0627><U+0644><U+0646><U+0631><U+0648><U+064A><U+062C>","the Kingdom of Norway","el Reino de Noruega","le Royaume de Norvège","<U+041A><U+043E><U+0440><U+043E><U+043B><U+0435><U+0432><U+0441><U+0442><U+0432><U+043E> <U+041D><U+043E><U+0440><U+0432><U+0435><U+0433><U+0438><U+044F>","<U+632A><U+5A01><U+738B><U+56FD>","<U+0627><U+0644><U+0646><U+0631><U+0648><U+064A><U+062C>","Norway","578"
"MNP",NA,"Northern Mariana Is.",NA,"Northern Mariana Is.","Islas Marianas del Norte","Îles Mariannes du Nord","<U+0421><U+0435><U+0432><U+0435><U+0440><U+043D><U+044B><U+0435> <U+041C><U+0430><U+0440><U+0438><U+0430><U+043D><U+0441><U+043A><U+0438><U+0435> <U+043E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430>","<U+5317><U+9A6C><U+91CC><U+4E9A><U+7EB3><U+7FA4><U+5C9B>","<U+0643><U+0648><U+0645><U+0646><U+0648><U+0644><U+062B> <U+062C><U+0632><U+0631> <U+0645><U+0627><U+0631><U+064A><U+0627><U+0646><U+0627> <U+0627><U+0644><U+0634><U+0645><U+0627><U+0644><U+064A><U+0629>","the Commonwealth of the Northern Mariana Islands","Mancomunidad de las Islas Marianas del Norte","Commonwealth des Îles Mariannes du Nord","<U+0421><U+043E><U+0434><U+0440><U+0443><U+0436><U+0435><U+0441><U+0442><U+0432><U+043E> <U+0421><U+0435><U+0432><U+0435><U+0440><U+043D><U+044B><U+0445> <U+041C><U+0430><U+0440><U+0438><U+0430><U+043D><U+0441><U+043A><U+0438><U+0445> <U+043E><U+0441><U+0442><U+0440><U+043E><U+0432><U+043E><U+0432>","<U+5317><U+9A6C><U+91CC><U+4E9A><U+7EB3><U+7FA4><U+5C9B>","<U+062C><U+0632><U+0631> <U+0645><U+0627><U+0631><U+064A><U+0627><U+0646><U+0627> <U+0627><U+0644><U+0634><U+0645><U+0627><U+0644><U+064A><U+0629>","N Marianas","580"
NA,NA,"Pacific Islands Trust Tr",NA,"Pacific Islands Trust Tr","Pacifico, Islas del","Pacifique, Îles du",NA,NA,NA,"Pacific Islands Trust Territory","Territorio de las Islas del Pacífico","Territoire des Îles du Pacifique",NA,NA,NA,"Pacific Is","582"
"PAK",NA,"Pakistan",NA,"Pakistan","Pakistán","Pakistan","<U+041F><U+0430><U+043A><U+0438><U+0441><U+0442><U+0430><U+043D>","<U+5DF4><U+57FA><U+65AF><U+5766>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0628><U+0627><U+0643><U+0633><U+062A><U+0627><U+0646> <U+0627><U+0644><U+0625><U+0633><U+0644><U+0627><U+0645><U+064A><U+0651><U+0629>","the Islamic Republic of Pakistan","la República Islámica del Pakistán","la République islamique du Pakistan","<U+0418><U+0441><U+043B><U+0430><U+043C><U+0441><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+041F><U+0430><U+043A><U+0438><U+0441><U+0442><U+0430><U+043D>","<U+5DF4><U+57FA><U+65AF><U+5766><U+4F0A><U+65AF><U+5170><U+5171><U+548C><U+56FD>","<U+0628><U+0627><U+0643><U+0633><U+062A><U+0627><U+0646>","Pakistan","586"
"PAN",NA,"Panama",NA,"Panama","Panamá","Panama","<U+041F><U+0430><U+043D><U+0430><U+043C><U+0430>","<U+5DF4><U+62FF><U+9A6C>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0628><U+0646><U+0645><U+0627>","the Republic of Panama","la República de Panamá","la République du Panama","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+041F><U+0430><U+043D><U+0430><U+043C><U+0430>","<U+5DF4><U+62FF><U+9A6C><U+5171><U+548C><U+56FD>","<U+0628><U+0646><U+0645><U+0627>","Panama","591"
"CZE",NA,"Czechia",NA,"Czechia","Chequia","Tchéquie","<U+0427><U+0435><U+0445><U+0438><U+044F>","<U+6377><U+514B>","<U+0627><U+0644><U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0627><U+0644><U+062A><U+0634><U+064A><U+0643><U+064A><U+0651><U+0629>","the Czech Republic","la República Checa","la République tchèque","<U+0427><U+0435><U+0448><U+0441><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430>","<U+6377><U+514B><U+5171><U+548C><U+56FD>","<U+062A><U+0634><U+064A><U+0643><U+064A><U+0627>","Czechia","203"
"PNG",NA,"Papua New Guinea",NA,"Papua New Guinea","Papua Nueva Guinea","Papouasie-Nlle-Guinée","<U+041F><U+0430><U+043F><U+0443><U+0430> – <U+041D><U+043E><U+0432><U+0430><U+044F> <U+0413><U+0432><U+0438><U+043D><U+0435><U+044F>","<U+5DF4><U+5E03><U+4E9A><U+65B0><U+51E0><U+5185><U+4E9A>","<U+062F><U+0648><U+0644><U+0629> <U+0628><U+0627><U+0628><U+0648><U+0627> <U+063A><U+064A><U+0646><U+064A><U+0627> <U+0627><U+0644><U+062C><U+062F><U+064A><U+062F><U+0629> <U+0627><U+0644><U+0645><U+0633><U+062A><U+0642><U+0644><U+0629>","Independent State of Papua New Guinea","Estado Independiente de Papua Nueva Guinea","État indépendant de Papouasie-Nouvelle-Guinée","<U+041D><U+0435><U+0437><U+0430><U+0432><U+0438><U+0441><U+0438><U+043C><U+043E><U+0435> <U+0433><U+043E><U+0441><U+0443><U+0434><U+0430><U+0440><U+0441><U+0442><U+0432><U+043E> <U+041F><U+0430><U+043F><U+0443><U+0430> – <U+041D><U+043E><U+0432><U+0430><U+044F> <U+0413><U+0432><U+0438><U+043D><U+0435><U+044F>","<U+5DF4><U+5E03><U+4E9A><U+65B0><U+51E0><U+5185><U+4E9A><U+72EC><U+7ACB><U+56FD>","<U+0628><U+0627><U+0628><U+0648><U+0627> <U+063A><U+064A><U+0646><U+064A><U+0627> <U+0627><U+0644><U+062C><U+062F><U+064A><U+062F><U+0629>","Papua N Guin","598"
"PRY",NA,"Paraguay",NA,"Paraguay","Paraguay","Paraguay","<U+041F><U+0430><U+0440><U+0430><U+0433><U+0432><U+0430><U+0439>","<U+5DF4><U+62C9><U+572D>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0628><U+0627><U+0631><U+0627><U+063A><U+0648><U+0627><U+064A>","the Republic of Paraguay","la República del Paraguay","la République du Paraguay","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+041F><U+0430><U+0440><U+0430><U+0433><U+0432><U+0430><U+0439>","<U+5DF4><U+62C9><U+572D><U+5171><U+548C><U+56FD>","<U+0628><U+0627><U+0631><U+0627><U+063A><U+0648><U+0627><U+064A>","Paraguay","600"
"PER",NA,"Peru",NA,"Peru","Perú","Pérou","<U+041F><U+0435><U+0440><U+0443>","<U+79D8><U+9C81>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0628><U+064A><U+0631><U+0648>","the Republic of Peru","la República del Perú","la République du Pérou","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+041F><U+0435><U+0440><U+0443>","<U+79D8><U+9C81><U+5171><U+548C><U+56FD>","<U+0628><U+064A><U+0631><U+0648>","Peru","604"
"PHL",NA,"Philippines",NA,"Philippines","Filipinas","Philippines","<U+0424><U+0438><U+043B><U+0438><U+043F><U+043F><U+0438><U+043D><U+044B>","<U+83F2><U+5F8B><U+5BBE>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0627><U+0644><U+0641><U+0644><U+0628><U+064A><U+0646>","the Republic of the Philippines","la República de Filipinas","la République des Philippines","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+0424><U+0438><U+043B><U+0438><U+043F><U+043F><U+0438><U+043D><U+044B>","<U+83F2><U+5F8B><U+5BBE><U+5171><U+548C><U+56FD>","<U+0627><U+0644><U+0641><U+0644><U+0628><U+064A><U+0646>","Philippines","608"
"PCN",NA,"Pitcairn",NA,"Pitcairn","Pitcairn","Pitcairn","<U+041F><U+0438><U+0442><U+043A><U+044D><U+0440><U+043D>","<U+76AE><U+7279><U+514B><U+6069>","<U+0628><U+064A><U+062A><U+0643><U+064A><U+0631><U+0646>","Pitcairn","Pitcairn","Pitcairn","<U+041F><U+0438><U+0442><U+043A><U+044D><U+0440><U+043D>","<U+76AE><U+7279><U+514B><U+6069>","<U+0628><U+064A><U+062A><U+0643><U+064A><U+0631><U+0646>","Pitcairn","612"
"POL",NA,"Poland",NA,"Poland","Polonia","Pologne","<U+041F><U+043E><U+043B><U+044C><U+0448><U+0430>","<U+6CE2><U+5170>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0628><U+0648><U+0644><U+0646><U+062F><U+0627>","the Republic of Poland","la República de Polonia","la République de Pologne","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+041F><U+043E><U+043B><U+044C><U+0448><U+0430>","<U+6CE2><U+5170><U+5171><U+548C><U+56FD>","<U+0628><U+0648><U+0644><U+0646><U+062F><U+0627>","Poland","616"
"PRT",NA,"Portugal",NA,"Portugal","Portugal","Portugal","<U+041F><U+043E><U+0440><U+0442><U+0443><U+0433><U+0430><U+043B><U+0438><U+044F>","<U+8461><U+8404><U+7259>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0627><U+0644><U+0628><U+0631><U+062A><U+063A><U+0627><U+0644>","the Portuguese Republic","la República Portuguesa","la République portugaise","<U+041F><U+043E><U+0440><U+0442><U+0443><U+0433><U+0430><U+043B><U+044C><U+0441><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430>","<U+8461><U+8404><U+7259><U+5171><U+548C><U+56FD>","<U+0627><U+0644><U+0628><U+0631><U+062A><U+063A><U+0627><U+0644>","Portugal","620"
"GNB",NA,"Guinea-Bissau",NA,"Guinea-Bissau","Guinea-Bissau","Guinée-Bissau","<U+0413><U+0432><U+0438><U+043D><U+0435><U+044F>-<U+0411><U+0438><U+0441><U+0430><U+0443>","<U+51E0><U+5185><U+4E9A><U+6BD4><U+7ECD>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0629> <U+063A><U+064A><U+0646><U+064A><U+0627> - <U+0628><U+064A><U+0633><U+0627><U+0648>","the Republic of Guinea-Bissau","la República de Guinea-Bissau","la République de Guinée-Bissau","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+0413><U+0432><U+0438><U+043D><U+0435><U+044F>-<U+0411><U+0438><U+0441><U+0430><U+0443>","<U+51E0><U+5185><U+4E9A><U+6BD4><U+7ECD><U+5171><U+548C><U+56FD>","<U+063A><U+064A><U+0646><U+064A><U+0627> - <U+0628><U+064A><U+0633><U+0627><U+0648>","GuineaBissau","624"
