"code","uri","label","definition","label_en","label_es","label_fr","label_ru","label_cn","official_name_ar","official_name_en","official_name_es","official_name_fr","official_name_ru","official_name_cn","official_name_ar.1","char12_code","un_code"
"JAM",NA,"Jamaica",NA,"Jamaica","Jamaica","Jamaïque","<U+042F><U+043C><U+0430><U+0439><U+043A><U+0430>","<U+7259><U+4E70><U+52A0>","<U+062C><U+0627><U+0645><U+0627><U+064A><U+0643><U+0627>","Jamaica","Jamaica","la Jamaïque","<U+042F><U+043C><U+0430><U+0439><U+043A><U+0430>","<U+7259><U+4E70><U+52A0>","<U+062C><U+0627><U+0645><U+0627><U+064A><U+0643><U+0627>","Jamaica","388"
"JPN",NA,"Japan",NA,"Japan","Japón","Japon","<U+042F><U+043F><U+043E><U+043D><U+0438><U+044F>","<U+65E5><U+672C>","<U+0627><U+0644><U+064A><U+0627><U+0628><U+0627><U+0646>","Japan","el Japón","le Japon","<U+042F><U+043F><U+043E><U+043D><U+0438><U+044F>","<U+65E5><U+672C><U+56FD>","<U+0627><U+0644><U+064A><U+0627><U+0628><U+0627><U+0646>","Japan","392"
"JTN",NA,"Johnston Island",NA,"Johnston Island","Isla de Johnston","Île Johnston","<U+043E><U+0441><U+0442><U+0440><U+043E><U+0432> <U+0414><U+0436><U+043E><U+043D><U+0441><U+0442><U+043E><U+043D>","<U+7EA6><U+7FF0><U+65AF><U+987F><U+5C9B>","<U+062C><U+0632><U+064A><U+0631><U+0629> <U+062C><U+0648><U+0646><U+0633><U+062A><U+0648><U+0646>","Johnston Island","Isla de Johnston","Île Johnston","<U+043E><U+0441><U+0442><U+0440><U+043E><U+0432> <U+0414><U+0436><U+043E><U+043D><U+0441><U+0442><U+043E><U+043D>","<U+7EA6><U+7FF0><U+65AF><U+987F><U+5C9B>","<U+062C><U+0632><U+064A><U+0631><U+0629> <U+062C><U+0648><U+0646><U+0633><U+062A><U+0648><U+0646>","Johnston Is","396"
"JOR",NA,"Jordan",NA,"Jordan","Jordania","Jordanie","<U+0418><U+043E><U+0440><U+0434><U+0430><U+043D><U+0438><U+044F>","<U+7EA6><U+65E6>","<U+0627><U+0644><U+0645><U+0645><U+0644><U+0643><U+0629> <U+0627><U+0644><U+0623><U+0631><U+062F><U+0646><U+064A><U+0651><U+0629> <U+0627><U+0644><U+0647><U+0627><U+0634><U+0645><U+064A><U+0651><U+0629>","the Hashemite Kingdom of Jordan","el Reino Hachemita de Jordania","le Royaume hachémite de Jordanie","<U+0418><U+043E><U+0440><U+0434><U+0430><U+043D><U+0441><U+043A><U+043E><U+0435> <U+0425><U+0430><U+0448><U+0438><U+043C><U+0438><U+0442><U+0441><U+043A><U+043E><U+0435> <U+041A><U+043E><U+0440><U+043E><U+043B><U+0435><U+0432><U+0441><U+0442><U+0432><U+043E>","<U+7EA6><U+65E6><U+54C8><U+5E0C><U+59C6><U+738B><U+56FD>","<U+0627><U+0644><U+0623><U+0631><U+062F><U+0646>","Jordan","400"
"KGZ",NA,"Kyrgyzstan",NA,"Kyrgyzstan","Kirguistán","Kirghizistan","<U+041A><U+044B><U+0440><U+0433><U+044B><U+0437><U+0441><U+0442><U+0430><U+043D>","<U+5409><U+5C14><U+5409><U+65AF><U+65AF><U+5766>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0627><U+0644><U+0642><U+064A><U+0631><U+063A><U+064A><U+0632>","the Kyrgyz Republic","la República Kirguisa","la République kirghize","<U+041A><U+044B><U+0440><U+0433><U+044B><U+0437><U+0441><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430>","<U+5409><U+5C14><U+5409><U+65AF><U+5171><U+548C><U+56FD>","<U+0642><U+064A><U+0631><U+063A><U+064A><U+0632><U+0633><U+062A><U+0627><U+0646>","Kyrgyzstan","417"
"KEN",NA,"Kenya",NA,"Kenya","Kenya","Kenya","<U+041A><U+0435><U+043D><U+0438><U+044F>","<U+80AF><U+5C3C><U+4E9A>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0643><U+064A><U+0646><U+064A><U+0627>","the Republic of Kenya","la República de Kenya","la République du Kenya","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+041A><U+0435><U+043D><U+0438><U+044F>","<U+80AF><U+5C3C><U+4E9A><U+5171><U+548C><U+56FD>","<U+0643><U+064A><U+0646><U+064A><U+0627>","Kenya","404"
"KHM",NA,"Cambodia",NA,"Cambodia","Camboya","Cambodge","<U+041A><U+0430><U+043C><U+0431><U+043E><U+0434><U+0436><U+0430>","<U+67EC><U+57D4><U+5BE8>","<U+0645><U+0645><U+0644><U+0643><U+0629> <U+0643><U+0645><U+0628><U+0648><U+062F><U+064A><U+0627>","the Kingdom of Cambodia","el Reino de Camboya","le Royaume du Cambodge","<U+041A><U+043E><U+0440><U+043E><U+043B><U+0435><U+0432><U+0441><U+0442><U+0432><U+043E> <U+041A><U+0430><U+043C><U+0431><U+043E><U+0434><U+0436><U+0430>","<U+67EC><U+57D4><U+5BE8><U+738B><U+56FD>","<U+0643><U+0645><U+0628><U+0648><U+062F><U+064A><U+0627>","Cambodia","116"
"PRK",NA,"Korea, Dem. People's Rep",NA,"Korea, Dem. People's Rep","Rep. Pop. Dem. de Corea","Rép. pop. dém. de Corée","<U+041A><U+043E><U+0440><U+0435><U+0439><U+0441><U+043A><U+0430><U+044F> <U+041D><U+0430><U+0440><U+043E><U+0434><U+043D><U+043E>-<U+0414><U+0435><U+043C><U+043E><U+043A><U+0440><U+0430><U+0442><U+0438><U+0447><U+0435><U+0441><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430>","<U+671D><U+9C9C><U+6C11><U+4E3B><U+4E3B><U+4E49><U+4EBA><U+6C11><U+5171><U+548C><U+56FD>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0629> <U+0643><U+0648><U+0631><U+064A><U+0627> <U+0627><U+0644><U+0634><U+0639><U+0628><U+064A><U+0629> <U+0627><U+0644><U+062F><U+064A><U+0645><U+0642><U+0631><U+0627><U+0637><U+064A><U+0629>","the Democratic People's Republic of Korea","la República Popular Democrática de Corea","la République populaire démocratique de Corée","<U+041A><U+043E><U+0440><U+0435><U+0439><U+0441><U+043A><U+0430><U+044F> <U+041D><U+0430><U+0440><U+043E><U+0434><U+043D><U+043E>-<U+0414><U+0435><U+043C><U+043E><U+043A><U+0440><U+0430><U+0442><U+0438><U+0447><U+0435><U+0441><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430>","<U+671D><U+9C9C><U+6C11><U+4E3B><U+4E3B><U+4E49><U+4EBA><U+6C11><U+5171><U+548C><U+56FD>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0629> <U+0643><U+0648><U+0631><U+064A><U+0627> <U+0627><U+0644><U+0634><U+0639><U+0628><U+064A><U+0629> <U+0627><U+0644><U+062F><U+064A><U+0645><U+0642><U+0631><U+0627><U+0637><U+064A><U+0629>","Korea D P Rp","408"
"KOR",NA,"Korea, Republic of",NA,"Korea, Republic of","República de Corea","République de Corée","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+041A><U+043E><U+0440><U+0435><U+044F>","<U+5927><U+97E9><U+6C11><U+56FD>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0643><U+0648><U+0631><U+064A><U+0627>","the Republic of Korea","la República de Corea","la République de Corée","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+041A><U+043E><U+0440><U+0435><U+044F>","<U+5927><U+97E9><U+6C11><U+56FD>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0643><U+0648><U+0631><U+064A><U+0627>","Korea Rep","410"
"KWT",NA,"Kuwait",NA,"Kuwait","Kuwait","Koweït","<U+041A><U+0443><U+0432><U+0435><U+0439><U+0442>","<U+79D1><U+5A01><U+7279>","<U+062F><U+0648><U+0644><U+0629> <U+0627><U+0644><U+0643><U+0648><U+064A><U+062A>","the State of Kuwait","el Estado de Kuwait","l'État du Koweït","<U+0413><U+043E><U+0441><U+0443><U+0434><U+0430><U+0440><U+0441><U+0442><U+0432><U+043E> <U+041A><U+0443><U+0432><U+0435><U+0439><U+0442>","<U+79D1><U+5A01><U+7279><U+56FD>","<U+0627><U+0644><U+0643><U+0648><U+064A><U+062A>","Kuwait","414"
"LVA",NA,"Latvia",NA,"Latvia","Letonia","Lettonie","<U+041B><U+0430><U+0442><U+0432><U+0438><U+044F>","<U+62C9><U+8131><U+7EF4><U+4E9A>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0644><U+0627><U+062A><U+0641><U+064A><U+0627>","the Republic of Latvia","la República de Letonia","la République de Lettonie","<U+041B><U+0430><U+0442><U+0432><U+0438><U+0439><U+0441><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430>","<U+62C9><U+8131><U+7EF4><U+4E9A><U+5171><U+548C><U+56FD>","<U+0644><U+0627><U+062A><U+0641><U+064A><U+0627>","Latvia","428"
"LAO",NA,"Lao People's Dem. Rep.",NA,"Lao People's Dem. Rep.","Rep. Dem. Pop. Lao","Rép. dém. pop. lao","<U+041B><U+0430><U+043E><U+0441><U+0441><U+043A><U+0430><U+044F> <U+041D><U+0430><U+0440><U+043E><U+0434><U+043D><U+043E>-<U+0414><U+0435><U+043C><U+043E><U+043A><U+0440><U+0430><U+0442><U+0438><U+0447><U+0435><U+0441><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430>","<U+8001><U+631D><U+4EBA><U+6C11><U+6C11><U+4E3B><U+5171><U+548C><U+56FD>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0644><U+0627><U+0648> <U+0627><U+0644><U+062F><U+064A><U+0645><U+0642><U+0631><U+0627><U+0637><U+064A><U+0629> <U+0627><U+0644><U+0634><U+0639><U+0628><U+064A><U+0629>","the Lao People's Democratic Republic","la República Democrática Popular Lao","la République démocratique populaire lao","<U+041B><U+0430><U+043E><U+0441><U+0441><U+043A><U+0430><U+044F> <U+041D><U+0430><U+0440><U+043E><U+0434><U+043D><U+043E>-<U+0414><U+0435><U+043C><U+043E><U+043A><U+0440><U+0430><U+0442><U+0438><U+0447><U+0435><U+0441><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430>","<U+8001><U+631D><U+4EBA><U+6C11><U+6C11><U+4E3B><U+5171><U+548C><U+56FD>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0644><U+0627><U+0648> <U+0627><U+0644><U+062F><U+064A><U+0645><U+0642><U+0631><U+0627><U+0637><U+064A><U+0629> <U+0627><U+0644><U+0634><U+0639><U+0628><U+064A><U+0629>","Lao P.Dem.R.","418"
"LBN",NA,"Lebanon",NA,"Lebanon","Líbano","Liban","<U+041B><U+0438><U+0432><U+0430><U+043D>","<U+9ECE><U+5DF4><U+5AE9>","<U+0627><U+0644><U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0627><U+0644><U+0644><U+0628><U+0646><U+0627><U+0646><U+064A><U+0651><U+0629>","the Lebanese Republic","la República libanesa","la République libanaise","<U+041B><U+0438><U+0432><U+0430><U+043D><U+0441><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430>","<U+9ECE><U+5DF4><U+5AE9><U+5171><U+548C><U+56FD>","<U+0644><U+0628><U+0646><U+0627><U+0646>","Lebanon","422"
"LSO",NA,"Lesotho",NA,"Lesotho","Lesotho","Lesotho","<U+041B><U+0435><U+0441><U+043E><U+0442><U+043E>","<U+83B1><U+7D22><U+6258>","<U+0645><U+0645><U+0644><U+0643><U+0629> <U+0644><U+064A><U+0633><U+0648><U+062A><U+0648>","the Kingdom of Lesotho","el Reino de Lesotho","le Royaume du Lesotho","<U+041A><U+043E><U+0440><U+043E><U+043B><U+0435><U+0432><U+0441><U+0442><U+0432><U+043E> <U+041B><U+0435><U+0441><U+043E><U+0442><U+043E>","<U+83B1><U+7D22><U+6258><U+738B><U+56FD>","<U+0644><U+064A><U+0633><U+0648><U+062A><U+0648>","Lesotho","426"
"LBR",NA,"Liberia",NA,"Liberia","Liberia","Libéria","<U+041B><U+0438><U+0431><U+0435><U+0440><U+0438><U+044F>","<U+5229><U+6BD4><U+91CC><U+4E9A>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0644><U+064A><U+0628><U+0631><U+064A><U+0627>","the Republic of Liberia","la República de Liberia","la République du Libéria","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+041B><U+0438><U+0431><U+0435><U+0440><U+0438><U+044F>","<U+5229><U+6BD4><U+91CC><U+4E9A><U+5171><U+548C><U+56FD>","<U+0644><U+064A><U+0628><U+0631><U+064A><U+0627>","Liberia","430"
"LBY",NA,"Libya",NA,"Libya","Libia","Libye","<U+041B><U+0438><U+0432><U+0438><U+044F>","<U+5229><U+6BD4><U+4E9A>","<U+062F><U+0648><U+0644><U+0629> <U+0644><U+064A><U+0628><U+064A><U+0627>","the State of Libya","el Estado de Libia","l'État de Libye","<U+0413><U+043E><U+0441><U+0443><U+0434><U+0430><U+0440><U+0441><U+0442><U+0432><U+043E> <U+041B><U+0438><U+0432><U+0438><U+044F>","<U+5229><U+6BD4><U+4E9A><U+56FD>","<U+0644><U+064A><U+0628><U+064A><U+0627>","Libya","434"
"LIE",NA,"Liechtenstein",NA,"Liechtenstein","Liechtenstein","Liechtenstein","<U+041B><U+0438><U+0445><U+0442><U+0435><U+043D><U+0448><U+0442><U+0435><U+0439><U+043D>","<U+5217><U+652F><U+6566><U+58EB><U+767B>","<U+0625><U+0645><U+0627><U+0631><U+0629> <U+0644><U+064A><U+062E><U+062A><U+0646><U+0634><U+062A><U+0627><U+064A><U+0646>","the Principality of Liechtenstein","el Principado de Liechtenstein","la Principauté du Liechtenstein","<U+041A><U+043D><U+044F><U+0436><U+0435><U+0441><U+0442><U+0432><U+043E> <U+041B><U+0438><U+0445><U+0442><U+0435><U+043D><U+0448><U+0442><U+0435><U+0439><U+043D>","<U+5217><U+652F><U+6566><U+58EB><U+767B><U+516C><U+56FD>","<U+0644><U+064A><U+062E><U+062A><U+0646><U+0634><U+062A><U+0627><U+064A><U+0646>","Liechtensten","438"
"LTU",NA,"Lithuania",NA,"Lithuania","Lituania","Lituanie","<U+041B><U+0438><U+0442><U+0432><U+0430>","<U+7ACB><U+9676><U+5B9B>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0644><U+064A><U+062A><U+0648><U+0627><U+0646><U+064A><U+0627>","the Republic of Lithuania","la República de Lituania","la République de Lituanie","<U+041B><U+0438><U+0442><U+043E><U+0432><U+0441><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430>","<U+7ACB><U+9676><U+5B9B><U+5171><U+548C><U+56FD>","<U+0644><U+064A><U+062A><U+0648><U+0627><U+0646><U+064A><U+0627>","Lithuania","440"
"MHL",NA,"Marshall Islands",NA,"Marshall Islands","Islas Marshall","Îles Marshall","<U+041C><U+0430><U+0440><U+0448><U+0430><U+043B><U+043B><U+043E><U+0432><U+044B> <U+041E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430>","<U+9A6C><U+7ECD><U+5C14><U+7FA4><U+5C9B>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+062C><U+0632><U+0631> <U+0645><U+0627><U+0631><U+0634><U+0627><U+0644>","the Republic of the Marshall Islands","la República de las Islas Marshall","la République des Îles Marshall","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+041C><U+0430><U+0440><U+0448><U+0430><U+043B><U+043B><U+043E><U+0432><U+044B> <U+041E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430>","<U+9A6C><U+7ECD><U+5C14><U+7FA4><U+5C9B><U+5171><U+548C><U+56FD>","<U+062C><U+0632><U+0631> <U+0645><U+0627><U+0631><U+0634><U+0627><U+0644>","Marshall Is","584"
"MAC",NA,"China, Macao SAR",NA,"China, Macao SAR","China, RAE de Macao","Chine - RAS de Macao","<U+041A><U+0438><U+0442><U+0430><U+0439>, <U+0421><U+043F><U+0435><U+0446><U+0438><U+0430><U+043B><U+044C><U+043D><U+044B><U+0439> <U+0430><U+0434><U+043C><U+0438><U+043D><U+0438><U+0441><U+0442><U+0440><U+0430><U+0442><U+0438><U+0432><U+043D><U+044B><U+0439> <U+0440><U+0430><U+0439><U+043E><U+043D> <U+041C><U+0430><U+043A><U+0430><U+043E>","<U+4E2D><U+56FD><U+6FB3><U+95E8><U+7279><U+533A>","<U+0627><U+0644><U+0635><U+064A><U+0646> - <U+0645><U+0643><U+0627><U+0648> <U+0645><U+0646><U+0637><U+0642><U+0629> <U+0625><U+062F><U+0627><U+0631><U+064A><U+0651><U+0629> <U+062E><U+0627><U+0635><U+0651><U+0629>","China, Macao Special Administrative Region","China, Región Administrativa Especial de Macao","Chine - Région administrative spéciale de Macao","<U+041A><U+0438><U+0442><U+0430><U+0439>, <U+0421><U+043F><U+0435><U+0446><U+0438><U+0430><U+043B><U+044C><U+043D><U+044B><U+0439> <U+0430><U+0434><U+043C><U+0438><U+043D><U+0438><U+0441><U+0442><U+0440><U+0430><U+0442><U+0438><U+0432><U+043D><U+044B><U+0439> <U+0440><U+0430><U+0439><U+043E><U+043D> <U+041C><U+0430><U+043A><U+0430><U+043E>","<U+4E2D><U+56FD><U+6FB3><U+95E8><U+7279><U+522B><U+884C><U+653F><U+533A>","<U+0627><U+0644><U+0635><U+064A><U+0646> - <U+0645><U+0643><U+0627><U+0648> <U+0645><U+0646><U+0637><U+0642><U+0629> <U+0625><U+062F><U+0627><U+0631><U+064A><U+0651><U+0629> <U+062E><U+0627><U+0635><U+0651><U+0629>","China, Macao","446"
"MDG",NA,"Madagascar",NA,"Madagascar","Madagascar","Madagascar","<U+041C><U+0430><U+0434><U+0430><U+0433><U+0430><U+0441><U+043A><U+0430><U+0440>","<U+9A6C><U+8FBE><U+52A0><U+65AF><U+52A0>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0645><U+062F><U+063A><U+0634><U+0642><U+0631>","the Republic of Madagascar","la República de Madagascar","la République de Madagascar","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+041C><U+0430><U+0434><U+0430><U+0433><U+0430><U+0441><U+043A><U+0430><U+0440>","<U+9A6C><U+8FBE><U+52A0><U+65AF><U+52A0><U+5171><U+548C><U+56FD>","<U+0645><U+062F><U+063A><U+0634><U+0642><U+0631>","Madagascar","450"
"MWI",NA,"Malawi",NA,"Malawi","Malawi","Malawi","<U+041C><U+0430><U+043B><U+0430><U+0432><U+0438>","<U+9A6C><U+62C9><U+7EF4>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0645><U+0644><U+0627><U+0648><U+064A>","the Republic of Malawi","la República de Malawi","la République du Malawi","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+041C><U+0430><U+043B><U+0430><U+0432><U+0438>","<U+9A6C><U+62C9><U+7EF4><U+5171><U+548C><U+56FD>","<U+0645><U+0644><U+0627><U+0648><U+064A>","Malawi","454"
"MYS",NA,"Malaysia",NA,"Malaysia","Malasia","Malaisie","<U+041C><U+0430><U+043B><U+0430><U+0439><U+0437><U+0438><U+044F>","<U+9A6C><U+6765><U+897F><U+4E9A>","<U+0645><U+0627><U+0644><U+064A><U+0632><U+064A><U+0627>","Malaysia","Malasia","la Malaisie","<U+041C><U+0430><U+043B><U+0430><U+0439><U+0437><U+0438><U+044F>","<U+9A6C><U+6765><U+897F><U+4E9A>","<U+0645><U+0627><U+0644><U+064A><U+0632><U+064A><U+0627>","Malaysia","458"
"MDV",NA,"Maldives",NA,"Maldives","Maldivas","Maldives","<U+041C><U+0430><U+043B><U+044C><U+0434><U+0438><U+0432><U+0441><U+043A><U+0438><U+0435> <U+041E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430>","<U+9A6C><U+5C14><U+4EE3><U+592B>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0645><U+0644><U+062F><U+064A><U+0641>","the Republic of Maldives","la República de Maldivas","la République des Maldives","<U+041C><U+0430><U+043B><U+044C><U+0434><U+0438><U+0432><U+0441><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430>","<U+9A6C><U+5C14><U+4EE3><U+592B><U+5171><U+548C><U+56FD>","<U+0645><U+0644><U+062F><U+064A><U+0641>","Maldives","462"
"MLI",NA,"Mali",NA,"Mali","Malí","Mali","<U+041C><U+0430><U+043B><U+0438>","<U+9A6C><U+91CC>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0645><U+0627><U+0644><U+064A>","the Republic of Mali","la República de Malí","la République du Mali","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+041C><U+0430><U+043B><U+0438>","<U+9A6C><U+91CC><U+5171><U+548C><U+56FD>","<U+0645><U+0627><U+0644><U+064A>","Mali","466"
"MLT",NA,"Malta",NA,"Malta","Malta","Malte","<U+041C><U+0430><U+043B><U+044C><U+0442><U+0430>","<U+9A6C><U+8033><U+4ED6>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0645><U+0627><U+0644><U+0637><U+0629>","the Republic of Malta","la República de Malta","la République de Malte","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+041C><U+0430><U+043B><U+044C><U+0442><U+0430>","<U+9A6C><U+8033><U+4ED6><U+5171><U+548C><U+56FD>","<U+0645><U+0627><U+0644><U+0637><U+0629>","Malta","470"
"MTQ",NA,"Martinique",NA,"Martinique","Martinica","Martinique","<U+041C><U+0430><U+0440><U+0442><U+0438><U+043D><U+0438><U+043A><U+0430>","<U+9A6C><U+63D0><U+5C3C><U+514B>","<U+0645><U+0627><U+0631><U+062A><U+064A><U+0646><U+064A><U+0643>","Martinique","Martinica","la Martinique","<U+041C><U+0430><U+0440><U+0442><U+0438><U+043D><U+0438><U+043A><U+0430>","<U+9A6C><U+63D0><U+5C3C><U+514B>","<U+0645><U+0627><U+0631><U+062A><U+064A><U+0646><U+064A><U+0643>","Martinique","474"
"MRT",NA,"Mauritania",NA,"Mauritania","Mauritania","Mauritanie","<U+041C><U+0430><U+0432><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>","<U+6BDB><U+91CC><U+5854><U+5C3C><U+4E9A>","<U+0627><U+0644><U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0627><U+0644><U+0625><U+0633><U+0644><U+0627><U+0645><U+064A><U+0629> <U+0627><U+0644><U+0645><U+0648><U+0631><U+064A><U+062A><U+0627><U+0646><U+064A><U+0629>","the Islamic Republic of Mauritania","la República Islámica de Mauritania","la République islamique de Mauritanie","<U+0418><U+0441><U+043B><U+0430><U+043C><U+0441><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+041C><U+0430><U+0432><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>","<U+6BDB><U+91CC><U+5854><U+5C3C><U+4E9A><U+4F0A><U+65AF><U+5170><U+5171><U+548C><U+56FD>","<U+0645><U+0648><U+0631><U+064A><U+062A><U+0627><U+0646><U+064A><U+0627>","Mauritania","478"
"MUS",NA,"Mauritius",NA,"Mauritius","Mauricio","Maurice","<U+041C><U+0430><U+0432><U+0440><U+0438><U+043A><U+0438><U+0439>","<U+6BDB><U+91CC><U+6C42><U+65AF>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0645><U+0648><U+0631><U+064A><U+0634><U+064A><U+0648><U+0633>","the Republic of Mauritius","la República de Mauricio","la République de Maurice","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+041C><U+0430><U+0432><U+0440><U+0438><U+043A><U+0438><U+0439>","<U+6BDB><U+91CC><U+6C42><U+65AF><U+5171><U+548C><U+56FD>","<U+0645><U+0648><U+0631><U+064A><U+0634><U+064A><U+0648><U+0633>","Mauritius","480"
"MEX",NA,"Mexico",NA,"Mexico","México","Mexique","<U+041C><U+0435><U+043A><U+0441><U+0438><U+043A><U+0430>","<U+58A8><U+897F><U+54E5>","<U+0627><U+0644><U+0648><U+0644><U+0627><U+064A><U+0627><U+062A> <U+0627><U+0644><U+0645><U+062A><U+062D><U+062F><U+0629> <U+0627><U+0644><U+0645><U+0643><U+0633><U+064A><U+0643><U+064A><U+0651><U+0629>","the United Mexican States","los Estados Unidos Mexicanos","les États-Unis du Mexique","<U+041C><U+0435><U+043A><U+0441><U+0438><U+043A><U+0430><U+043D><U+0441><U+043A><U+0438><U+0435> <U+0421><U+043E><U+0435><U+0434><U+0438><U+043D><U+0435><U+043D><U+043D><U+044B><U+0435> <U+0428><U+0442><U+0430><U+0442><U+044B>","<U+58A8><U+897F><U+54E5><U+5408><U+4F17><U+56FD>","<U+0627><U+0644><U+0645><U+0643><U+0633><U+064A><U+0643>","Mexico","484"
"MID",NA,"Midway Islands",NA,"Midway Islands","Midway, Islas","Midway, Îles",NA,NA,NA,"Midway Island","Islas Midway","Île Midway",NA,NA,NA,"Midway Is","488"
"MCO",NA,"Monaco",NA,"Monaco","Mónaco","Monaco","<U+041C><U+043E><U+043D><U+0430><U+043A><U+043E>","<U+6469><U+7EB3><U+54E5>","<U+0625><U+0645><U+0627><U+0631><U+0629> <U+0645><U+0648><U+0646><U+0627><U+0643><U+0648>","the Principality of Monaco","el Principado de Mónaco","la Principauté de Monaco","<U+041A><U+043D><U+044F><U+0436><U+0435><U+0441><U+0442><U+0432><U+043E> <U+041C><U+043E><U+043D><U+0430><U+043A><U+043E>","<U+6469><U+7EB3><U+54E5><U+516C><U+56FD>","<U+0645><U+0648><U+0646><U+0627><U+0643><U+0648>","Monaco","492"
"MNG",NA,"Mongolia",NA,"Mongolia","Mongolia","Mongolie","<U+041C><U+043E><U+043D><U+0433><U+043E><U+043B><U+0438><U+044F>","<U+8499><U+53E4>","<U+0645><U+0646><U+063A><U+0648><U+0644><U+064A><U+0627>","Mongolia","Mongolia","la Mongolie","<U+041C><U+043E><U+043D><U+0433><U+043E><U+043B><U+0438><U+044F>","<U+8499><U+53E4><U+56FD>","<U+0645><U+0646><U+063A><U+0648><U+0644><U+064A><U+0627>","Mongolia","496"
